?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/CHR_9606chr7q32.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q32.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr22q12.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr22q12.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr2qC1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2qC1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr17qE4>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17qE4 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q21.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q21.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr20p11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20p11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr8q3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q3 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr18q1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18q1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr15q13.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15q13.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6q25.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q25.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5p15.33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5p15.33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr9qE3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9qE3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr9q38>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9q38 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr4qE>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4qE (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXq22.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq22.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr14qA1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14qA1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9940chr6>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6 (sheep)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6p22.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6p22.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr14qD>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14qD (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr16p12.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16p12.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr17q25>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17q25 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9796chr16>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16 (horse)"	
<http://purl.obolibrary.org/obo/NCBITaxon_9606>	<http://www.w3.org/2000/01/rdf-schema#label>	"Homo sapiens"	
<http://purl.obolibrary.org/obo/CHR_9606chr8p21.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8p21.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr17q21.31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17q21.31 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr16q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16q (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9q33.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9q33.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3p12.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3p12.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr5qE3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5qE3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXq21.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq21.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXp11.23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXp11.23 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXq27>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq27 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9940chr1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1 (sheep)"	
<http://purl.obolibrary.org/obo/CHR_10090chrYqC3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYqC3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12q24.33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q24.33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr10>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10 (Mouse)"	
<http://purl.obolibrary.org/obo/NCBITaxon_10116>	<http://www.w3.org/2000/01/rdf-schema#label>	"Rattus norvegicus"	
<http://purl.obolibrary.org/obo/CHR_9796chr11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11 (horse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q14.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q14.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr14qE2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14qE2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr15qA1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15qA1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chrYqB>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYqB (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr19q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19q (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10q11.23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q11.23 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12q14.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q14.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr10qD1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10qD1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr14q31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14q31 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3p21.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3p21.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr8qC3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8qC3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr2q14>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q14 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr21q21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr21q21 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr8qD2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8qD2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6q14.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q14.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr14q2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14q2 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10116chr10q23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q23 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr3qF2.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3qF2.1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qA2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qA2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9913chr27>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr27 (cow)"	
<http://purl.obolibrary.org/obo/CHR_10090chr2qE5>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2qE5 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q31 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr22q13.31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr22q13.31 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5p13.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5p13.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr18q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18q (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q24.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q24.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chrYqD>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYqD (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9031chr19>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19 (chicken)"	
<http://purl.obolibrary.org/obo/CHR_10116chr8q13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q13 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qG1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qG1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr1q55>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q55 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10p11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10p11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr19q13.42>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19q13.42 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr12qA1.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12qA1.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr3p13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3p13 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3p12.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3p12.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12q21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q21 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p36.33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p36.33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chrXq13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq13 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6q24.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q24.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr12q16>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q16 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9913chr22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr22 (cow)"	
<http://purl.obolibrary.org/obo/CHR_9606chrYq11.223>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYq11.223 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3q24>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q24 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr10q21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q21 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10116chr4q31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q31 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2p23.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2p23.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3q22.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q22.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr16qA1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16qA1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr3qC>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3qC (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qC4>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qC4 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr21q22.11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr21q22.11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8q24.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q24.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10q23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q23 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10q21.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q21.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5q2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9031chr14>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14 (chicken)"	
<http://purl.obolibrary.org/obo/CHR_9606chr14p1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14p1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chrXqA7.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXqA7.3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9823chrY>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrY (pig)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q24.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q24.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr18qD1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18qD1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr7q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr5qG1.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5qG1.3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXp22.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXp22.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr12q11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q11 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_7955chr8>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8 (Zebrafish)"	
<http://purl.obolibrary.org/obo/CHR_10116chr11q11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11q11 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr5qG1.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5qG1.1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr7q21.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q21.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr15p>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15p (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3p23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3p23 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr15qE2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15qE2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2p14>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2p14 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr6q32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q32 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_7955chr24>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr24 (Zebrafish)"	
<http://purl.obolibrary.org/obo/CHR_9606chr20p11.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20p11.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q24>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q24 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p22 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5q31.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q31.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr20q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20q (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr15q25.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15q25.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9940chr22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr22 (sheep)"	
<http://purl.obolibrary.org/obo/CHR_10090chr5qE>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5qE (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q42.12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q42.12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q24.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q24.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr3q43>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q43 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10116chr8q32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q32 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr19>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr7q31.32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q31.32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr19q1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19q1 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chrYq11.23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYq11.23 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr12q12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q12 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10116chr17q1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17q1 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10q26.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q26.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr20q13.33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20q13.33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr21p13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr21p13 (Human)"	
<http://purl.obolibrary.org/obo/CHR_7955chr3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3 (Zebrafish)"	
<http://purl.obolibrary.org/obo/CHR_9606chr15q21.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15q21.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q22 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q37.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q37.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr13qA3.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13qA3.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5p15.32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5p15.32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chrYq1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYq1 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr19q1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19q1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p35.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p35.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr10qD2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10qD2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9796chr6>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6 (horse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr7q21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q21 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10116chr15q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15q (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10116chr1q43>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q43 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr8qA1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8qA1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr5q36>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q36 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5q22.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q22.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr14p1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14p1 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr6qG>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6qG (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr12qE>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12qE (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chrXqB>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXqB (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr13q12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3q25.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q25.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr14>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6p25.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6p25.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr4qD3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4qD3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr20q12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20q12 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9796chr1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1 (horse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr17qE1.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17qE1.1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr3q35>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q35 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12q13.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q13.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr14q23.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14q23.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9q31.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9q31.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr14qE1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14qE1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr9qF4>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9qF4 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr5q33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q33 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr16q24.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16q24.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr20p>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20p (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr13q22.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q22.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6q15>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q15 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12q21.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q21.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3q27.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q27.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr19qC3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19qC3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr2q42>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q42 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr15q22.32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15q22.32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12p11.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12p11.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chrYq>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYq (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chrXqF2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXqF2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q21.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q21.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr11p11.12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11p11.12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12q24.12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q24.12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4p16.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4p16.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr10qC2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10qC2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr21q21.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr21q21.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr15q11.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15q11.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXq21.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq21.2 (Human)"	
